resonance_rad (um),t (s),Eigenfrequency (Hz),"Velocity, X component (m^4/s)","Velocity, Y component (m^4/s)","Velocity, Z component (m^4/s)",Velocity magnitude (m^4/s),1 (m^3)
15,7.36,8.47E+06,-4.2750E-33+3.0304E-33i,5.5924E-33-5.2889E-33i,1.1767E-32-1.3896E-32i,4.54E-31,4.61E-14
15,7.36,8.48E+06,2.1786E-34-7.8509E-33i,-3.1045E-33-7.1528E-33i,-2.2533E-33+2.3331E-33i,3.37E-31,4.61E-14
15,7.36,8.61E+06,1.8461E-32+1.3516E-32i,-3.2496E-32+6.5183E-33i,6.7365E-32-5.5049E-32i,3.49E-31,4.61E-14
15,7.36,8.61E+06,-1.6014E-32+1.0267E-32i,-4.9143E-32+4.7344E-34i,6.2751E-32+8.1870E-33i,6.60E-31,4.61E-14
15,7.36,8.62E+06,1.5125E-33-5.1795E-32i,5.8180E-33-6.7056E-32i,6.5854E-33-2.9679E-32i,3.43E-31,4.61E-14
15,7.36,8.62E+06,9.2056E-32-4.5662E-32i,-7.0684E-32+1.9465E-32i,2.4968E-33+3.0547E-32i,3.86E-31,4.61E-14
15,7.36,9.20E+06,-8.6030E-32-1.0536E-31i,8.6262E-32+1.0481E-31i,-8.6581E-32-1.0307E-31i,5.50E-31,4.61E-14
15,7.36,9.52E+06,-2.1351E-32+1.6624E-32i,1.7002E-32-3.6856E-32i,3.7166E-32-5.4862E-32i,3.97E-31,4.61E-14
15,7.36,9.53E+06,4.2064E-32-2.7502E-32i,3.2231E-32-3.0395E-32i,-9.5709E-33-1.4646E-33i,3.12E-31,4.61E-14
15,7.36,1.11E+07,-6.8336E-33-1.6616E-32i,-1.0774E-32-7.6314E-33i,-4.5944E-33+9.8024E-33i,7.02E-31,4.61E-14
15,7.36,1.11E+07,1.8821E-33+7.7266E-33i,-1.2739E-32+5.7728E-33i,-1.4751E-32-2.2855E-33i,5.93E-31,4.61E-14
15,7.36,1.13E+07,6.2249E-35-3.9520E-34i,2.2243E-34-4.3126E-34i,2.0021E-34-4.4651E-34i,4.26E-31,4.61E-14
15,7.38,2.87E+06,1.0729E-31+2.4061E-32i,3.2716E-31-2.2971E-31i,2.1902E-31-2.5199E-31i,9.06E-31,4.61E-14
15,7.38,2.87E+06,1.8867E-31-3.8747E-31i,1.3991E-31-1.0655E-31i,-4.9058E-32+2.8026E-31i,1.02E-30,4.61E-14
15,7.38,3.83E+06,3.2274E-31-5.0009E-32i,-3.1890E-31+4.9916E-32i,3.2696E-31-5.0471E-32i,1.07E-30,4.61E-14
15,7.38,3.93E+06,6.8895E-34-6.1142E-34i,-1.2416E-33+2.3642E-34i,8.2254E-34+9.8234E-34i,7.21E-31,4.61E-14
15,7.38,4.22E+06,1.0981E-31+1.2544E-31i,1.2726E-31+1.3720E-31i,1.4073E-32+8.5707E-33i,1.30E-30,4.61E-14
15,7.38,4.23E+06,-4.7201E-32-1.0422E-31i,4.1267E-32+7.5040E-32i,8.5707E-32+1.7204E-31i,1.33E-30,4.61E-14
15,7.38,5.05E+06,-2.4803E-32-2.2504E-32i,-1.1482E-32+1.4607E-32i,1.3387E-32+3.8317E-32i,5.41E-31,4.61E-14
15,7.38,5.05E+06,-1.1313E-33+3.3191E-32i,-2.3564E-32+3.7879E-32i,-2.2949E-32+5.2768E-33i,5.86E-31,4.61E-14
15,7.38,5.95E+06,3.4945E-32-9.2336E-33i,-3.4640E-32+9.4845E-33i,3.4961E-32-9.5518E-33i,1.04E-30,4.61E-14
15,7.38,7.85E+06,4.9988E-35-2.4517E-33i,-4.0162E-34+3.5839E-34i,-1.1535E-33+2.7309E-33i,3.77E-31,4.61E-14
15,7.38,7.88E+06,2.5818E-32-6.3489E-33i,2.6275E-32-6.5688E-33i,3.6569E-34+3.8399E-34i,6.12E-31,4.61E-14
15,7.38,7.89E+06,-1.7166E-32+1.3278E-33i,1.1980E-32-4.6849E-33i,2.4598E-32-6.2084E-33i,5.86E-31,4.61E-14
15,7.38,7.96E+06,-1.6301E-32-6.4117E-33i,2.9876E-32+7.5603E-33i,4.6348E-32+1.3377E-32i,1.98E-31,4.61E-14
15,7.38,7.97E+06,6.3367E-32+1.6920E-32i,5.2602E-32+1.2157E-32i,-1.0154E-32-5.0328E-33i,2.80E-31,4.61E-14
15,7.38,8.04E+06,2.2010E-33-4.1054E-33i,1.7780E-34-4.3584E-33i,-1.8126E-33-4.3926E-34i,3.32E-31,4.61E-14
15,7.38,8.16E+06,-4.5952E-32+5.0092E-32i,1.1488E-32-8.9486E-33i,6.0276E-32-5.7106E-32i,5.25E-31,4.61E-14
15,7.38,8.17E+06,6.0771E-32-6.1793E-32i,9.5005E-32-8.8734E-32i,3.8179E-32-3.3578E-32i,7.77E-31,4.61E-14
15,7.38,8.24E+06,-1.9981E-33-5.3362E-32i,1.6414E-33+5.6764E-32i,-1.3123E-33-5.6643E-32i,2.82E-31,4.61E-14
15,7.38,8.48E+06,-6.7825E-33+5.2936E-33i,7.5784E-33-7.6796E-33i,1.5254E-32-1.6931E-32i,4.69E-31,4.61E-14
15,7.38,8.49E+06,2.7103E-33-1.1149E-32i,-1.3289E-33-1.0501E-32i,-3.1075E-33+1.2585E-33i,3.53E-31,4.61E-14
15,7.38,8.62E+06,-2.1791E-32+5.5615E-32i,4.4284E-33-9.5593E-33i,4.2347E-32-7.5832E-32i,3.93E-31,4.61E-14
15,7.38,8.62E+06,-4.8854E-33-6.1567E-32i,7.1708E-34-8.2461E-32i,8.1030E-33-2.2649E-32i,3.97E-31,4.61E-14
15,7.38,8.62E+06,8.4636E-33+3.4829E-33i,1.8130E-33-2.5367E-32i,-1.0397E-32-3.2156E-32i,3.14E-31,4.61E-14
15,7.38,8.68E+06,1.3529E-31-5.5852E-32i,-1.3243E-31+5.2111E-32i,1.2159E-31-4.1897E-32i,6.22E-31,4.61E-14
15,7.38,9.15E+06,-9.1321E-32-8.3194E-32i,9.1488E-32+8.2782E-32i,-9.1637E-32-8.1204E-32i,4.95E-31,4.61E-14
15,7.38,9.51E+06,-2.2137E-32+1.5949E-32i,1.8303E-32-3.6750E-32i,3.9389E-32-5.3923E-32i,3.89E-31,4.61E-14
15,7.38,9.52E+06,4.3023E-32-2.7307E-32i,3.2926E-32-3.0347E-32i,-9.7980E-33-1.7495E-33i,3.12E-31,4.61E-14
15,7.38,1.11E+07,-4.2767E-33-2.1728E-32i,-1.1459E-32-1.1062E-32i,-7.9413E-33+1.1342E-32i,7.26E-31,4.61E-14
15,7.38,1.11E+07,9.6567E-34+1.0132E-32i,-1.6894E-32+5.7485E-33i,-1.7891E-32-4.7310E-33i,6.17E-31,4.61E-14
15,7.38,1.13E+07,6.8949E-35-4.3015E-34i,2.2217E-34-5.1354E-34i,2.0272E-34-4.9431E-34i,4.24E-31,4.61E-14
15,7.4,2.84E+06,1.0631E-31+2.4076E-32i,3.5210E-31-2.5386E-31i,2.4491E-31-2.7610E-31i,9.20E-31,4.61E-14
15,7.4,2.85E+06,2.2281E-31-4.1482E-31i,1.5342E-31-1.1972E-31i,-6.9683E-32+2.9448E-31i,1.03E-30,4.61E-14
15,7.4,3.82E+06,3.0578E-31-5.3270E-32i,-3.0201E-31+5.3020E-32i,3.0999E-31-5.3780E-32i,1.00E-30,4.61E-14
15,7.4,3.97E+06,5.4490E-34-7.2355E-34i,-1.0562E-33+2.9293E-34i,5.3544E-34+1.2693E-33i,6.95E-31,4.61E-14
15,7.4,4.20E+06,1.0277E-31+1.6601E-31i,1.2094E-31+1.7839E-31i,1.5129E-32+8.5314E-33i,1.36E-30,4.61E-14
15,7.4,4.21E+06,-3.5123E-32-1.2335E-31i,3.8472E-32+9.2771E-32i,7.1695E-32+2.0823E-31i,1.37E-30,4.61E-14
15,7.4,5.07E+06,-2.6309E-32-1.4295E-32i,-1.3967E-32+1.6560E-32i,1.2354E-32+3.2263E-32i,5.58E-31,4.61E-14
15,7.4,5.07E+06,4.4658E-33+2.9735E-32i,-1.9911E-32+3.1044E-32i,-2.5070E-32+1.8248E-33i,5.98E-31,4.61E-14
15,7.4,5.95E+06,6.2966E-32-1.7569E-32i,-6.2690E-32+1.7857E-32i,6.3016E-32-1.7922E-32i,1.01E-30,4.61E-14
15,7.4,7.83E+06,2.4466E-34-2.7499E-33i,-5.3593E-34+1.8828E-34i,-1.4455E-33+2.8864E-33i,3.89E-31,4.61E-14
15,7.4,7.87E+06,2.6837E-32-6.7336E-33i,2.7073E-32-7.0164E-33i,-1.5221E-34+3.7311E-34i,6.04E-31,4.61E-14
15,7.4,7.88E+06,-1.6660E-32+1.0472E-33i,1.0754E-32-4.9539E-33i,2.2511E-32-5.9546E-33i,5.73E-31,4.61E-14
15,7.4,7.93E+06,-1.8049E-32-2.9785E-33i,3.2570E-32+2.6626E-34i,5.0514E-32+2.5489E-33i,2.01E-31,4.61E-14
15,7.4,7.95E+06,6.8341E-32+1.2747E-32i,5.6488E-32+7.9456E-33i,-1.1358E-32-5.0359E-33i,2.88E-31,4.61E-14
15,7.4,8.04E+06,1.4047E-33-2.9198E-33i,-8.1922E-35-3.1734E-33i,-1.2590E-33-4.5235E-34i,3.27E-31,4.61E-14
15,7.4,8.16E+06,-4.5401E-32+4.8069E-32i,1.1673E-32-8.6358E-33i,5.9572E-32-5.4555E-32i,5.13E-31,4.61E-14
15,7.4,8.17E+06,6.0952E-32-5.9481E-32i,9.4974E-32-8.4759E-32i,3.7833E-32-3.1526E-32i,7.64E-31,4.61E-14
15,7.4,8.24E+06,-7.2278E-33-5.8691E-32i,7.2125E-33+6.1914E-32i,-6.9213E-33-6.2242E-32i,3.03E-31,4.61E-14
15,7.4,8.49E+06,-9.8818E-33+7.9254E-33i,9.9412E-33-1.0189E-32i,1.9825E-32-2.0757E-32i,4.84E-31,4.61E-14
15,7.4,8.50E+06,5.8164E-33-1.4608E-32i,1.1052E-33-1.4287E-32i,-3.5097E-33+1.2059E-34i,3.72E-31,4.61E-14
15,7.4,8.62E+06,-9.2655E-32+6.9161E-33i,-6.5516E-33-2.8770E-33i,9.7243E-32-5.8060E-33i,3.96E-31,4.61E-14
15,7.4,8.62E+06,1.2745E-33-3.7552E-32i,1.9916E-33-7.3209E-32i,2.4051E-33-3.9819E-32i,3.37E-31,4.61E-14
15,7.4,8.62E+06,7.1725E-33-3.2505E-33i,-7.4043E-33-9.2517E-33i,-1.6677E-32-2.7661E-33i,3.92E-31,4.61E-14
15,7.4,8.75E+06,1.7909E-31-8.3321E-32i,-1.7778E-31+8.1885E-32i,1.7018E-31-7.5167E-32i,7.64E-31,4.61E-14
15,7.4,9.10E+06,-8.9678E-32-5.8704E-32i,8.9825E-32+5.8415E-32i,-8.9901E-32-5.7032E-32i,4.70E-31,4.61E-14
15,7.4,9.51E+06,-2.2974E-32+1.4993E-32i,1.9745E-32-3.6464E-32i,4.1801E-32-5.2569E-32i,3.84E-31,4.61E-14
15,7.4,9.52E+06,4.3946E-32-2.6945E-32i,3.3548E-32-3.0208E-32i,-1.0058E-32-2.0718E-33i,3.13E-31,4.61E-14
15,7.4,1.11E+07,7.1086E-34-2.6691E-32i,-1.1076E-32-1.5171E-32i,-1.2627E-32+1.2017E-32i,7.46E-31,4.61E-14
15,7.4,1.11E+07,-1.4260E-33+1.2747E-32i,-2.1978E-32+3.9658E-33i,-2.0455E-32-9.1190E-33i,6.47E-31,4.61E-14
15,7.4,1.13E+07,5.5815E-35-4.6999E-34i,1.9387E-34-6.1078E-34i,1.8159E-34-5.5000E-34i,4.21E-31,4.61E-14
15,7.42,2.82E+06,1.0293E-31+2.4140E-32i,3.7894E-31-2.7928E-31i,2.7510E-31-3.0154E-31i,9.36E-31,4.61E-14
15,7.42,2.82E+06,2.6369E-31-4.4051E-31i,1.6905E-31-1.3407E-31i,-9.4922E-32+3.0587E-31i,1.02E-30,4.61E-14
15,7.42,3.82E+06,2.4559E-31-5.0387E-32i,-2.4245E-31+5.0012E-32i,2.4914E-31-5.0894E-32i,7.96E-31,4.61E-14
15,7.42,4.00E+06,5.3653E-34-9.5162E-34i,-9.8112E-34+4.2059E-34i,2.5378E-34+1.7225E-33i,6.71E-31,4.61E-14
15,7.42,4.18E+06,5.6894E-32+1.6901E-31i,7.1421E-32+1.8003E-31i,1.2682E-32+7.2171E-33i,1.17E-30,4.61E-14
15,7.42,4.18E+06,-1.2740E-32-1.4036E-31i,2.7541E-32+1.1227E-31i,3.9663E-32+2.4392E-31i,1.42E-30,4.61E-14
15,7.42,5.08E+06,-2.6990E-32-9.2893E-34i,-1.8684E-32+2.1666E-32i,8.1484E-33+2.4339E-32i,6.29E-31,4.61E-14
15,7.42,5.08E+06,1.2672E-32+1.9531E-32i,-1.1666E-32+1.7796E-32i,-2.5213E-32-1.5677E-33i,5.39E-31,4.61E-14
15,7.42,5.94E+06,9.2239E-32-2.7586E-32i,-9.1987E-32+2.7904E-32i,9.2317E-32-2.7972E-32i,9.84E-31,4.61E-14
15,7.42,7.81E+06,6.5013E-34-3.0247E-33i,-6.6514E-34-4.6146E-35i,-1.9324E-33+2.9309E-33i,3.98E-31,4.61E-14
15,7.42,7.86E+06,2.6589E-32-6.7446E-33i,2.5881E-32-7.1229E-33i,-1.4252E-33+3.4291E-34i,6.01E-31,4.61E-14
15,7.42,7.87E+06,-1.3250E-32-1.0857E-34i,6.2899E-33-4.3821E-33i,1.4556E-32-3.9120E-33i,5.42E-31,4.61E-14
15,7.42,7.91E+06,-1.9166E-32-1.4834E-33i,3.4528E-32-4.1375E-33i,5.3250E-32-3.3963E-33i,2.05E-31,4.61E-14
15,7.42,7.92E+06,7.2422E-32+1.0602E-32i,5.9456E-32+5.1939E-33i,-1.2560E-32-5.5408E-33i,2.93E-31,4.61E-14
15,7.42,8.04E+06,8.4091E-34-2.2331E-33i,-2.9733E-34-2.4604E-33i,-9.1065E-34-4.6288E-34i,3.21E-31,4.61E-14
15,7.42,8.15E+06,-4.4696E-32+4.6938E-32i,1.1802E-32-8.4990E-33i,5.8668E-32-5.3108E-32i,4.99E-31,4.61E-14
15,7.42,8.17E+06,6.0945E-32-5.7607E-32i,9.4731E-32-8.1562E-32i,3.7393E-32-2.9835E-32i,7.49E-31,4.61E-14
15,7.42,8.24E+06,-1.7026E-32-6.2995E-32i,1.7473E-32+6.6012E-32i,-1.7331E-32-6.6756E-32i,3.28E-31,4.61E-14
15,7.42,8.50E+06,-1.1890E-32+9.6697E-33i,1.1089E-32-1.1189E-32i,2.2214E-32-2.2157E-32i,4.35E-31,4.61E-14
15,7.42,8.51E+06,9.3412E-33-1.8438E-32i,4.1919E-33-1.8605E-32i,-3.5008E-33-1.0438E-33i,3.87E-31,4.61E-14
15,7.42,8.62E+06,-5.4041E-32-7.6762E-32i,-1.0699E-32-3.3596E-32i,4.5842E-32+4.8209E-32i,3.98E-31,4.61E-14
15,7.42,8.62E+06,7.5231E-33-1.6410E-32i,1.3727E-33-6.8913E-32i,-5.0091E-33-5.8070E-32i,3.31E-31,4.61E-14
15,7.42,8.63E+06,3.1397E-33-5.2975E-33i,-6.7139E-33-4.7103E-33i,-9.8347E-33+4.3211E-33i,4.68E-31,4.61E-14
15,7.42,8.83E+06,1.9204E-31-1.1891E-31i,-1.9136E-31+1.1862E-31i,1.8584E-31-1.1356E-31i,7.50E-31,4.61E-14
15,7.42,9.06E+06,-7.5914E-32-3.1609E-32i,7.6069E-32+3.1437E-32i,-7.6256E-32-3.0275E-32i,4.49E-31,4.61E-14
15,7.42,9.51E+06,-2.3915E-32+1.3597E-32i,2.1501E-32-3.5860E-32i,4.4648E-32-5.0508E-32i,3.82E-31,4.61E-14
15,7.42,9.51E+06,4.4872E-32-2.6329E-32i,3.4135E-32-2.9925E-32i,-1.0349E-32-2.4676E-33i,3.16E-31,4.61E-14
15,7.42,1.10E+07,7.8163E-33-3.0640E-32i,-9.7146E-33-1.9485E-32i,-1.8407E-32+1.1466E-32i,7.62E-31,4.61E-14
15,7.42,1.10E+07,-7.5069E-33+1.4074E-32i,-2.7154E-32-3.6848E-33i,-1.9373E-32-1.8009E-32i,6.82E-31,4.61E-14
15,7.42,1.13E+07,-2.4404E-35-5.1271E-34i,6.6045E-35-7.2615E-34i,8.0233E-35-6.1931E-34i,4.10E-31,4.61E-14
15,7.44,2.80E+06,7.5936E-32+1.9187E-32i,3.2009E-31-2.3939E-31i,2.4341E-31-2.5706E-31i,7.49E-31,4.61E-14
15,7.44,2.80E+06,2.8379E-31-4.1902E-31i,1.7031E-31-1.3486E-31i,-1.1372E-31+2.8370E-31i,9.24E-31,4.61E-14
15,7.44,3.81E+06,1.8451E-31-4.9981E-32i,-1.8204E-31+4.9476E-32i,1.8730E-31-5.0531E-32i,5.91E-31,4.61E-14
15,7.44,4.03E+06,7.3754E-34-1.4681E-33i,-1.0353E-33+7.1730E-34i,-2.4986E-34+2.6400E-33i,6.49E-31,4.61E-14
15,7.44,4.14E+06,-4.9001E-34+1.4110E-31i,8.9534E-33+1.5068E-31i,9.0148E-33+6.3088E-33i,8.79E-31,4.61E-14
15,7.44,4.15E+06,2.2187E-32-1.5119E-31i,4.3974E-33+1.3104E-31i,-1.6416E-32+2.7263E-31i,1.45E-30,4.61E-14
15,7.44,5.10E+06,-1.5395E-32+6.2090E-33i,-1.4997E-32+1.5797E-32i,-5.8676E-35+1.1046E-32i,5.14E-31,4.61E-14
15,7.44,5.10E+06,1.3747E-32+6.4203E-33i,-4.5623E-33+6.5735E-33i,-1.9280E-32+4.4027E-35i,4.47E-31,4.61E-14
15,7.44,5.91E+06,1.2264E-31-4.0476E-32i,-1.2240E-31+4.0817E-32i,1.2273E-31-4.0895E-32i,9.67E-31,4.61E-14
15,7.44,7.80E+06,1.5671E-33-3.0722E-33i,-7.0610E-34-4.1613E-34i,-2.8311E-33+2.5486E-33i,4.05E-31,4.61E-14
15,7.44,7.86E+06,2.3664E-32-6.1029E-33i,1.9413E-32-6.6059E-33i,-5.3799E-33+3.3967E-34i,6.12E-31,4.61E-14
15,7.44,7.87E+06,-3.1199E-33-2.8037E-33i,-6.3324E-33-8.5798E-34i,-7.4206E-33+2.7759E-33i,4.71E-31,4.61E-14
15,7.44,7.89E+06,-2.0795E-32-2.2903E-33i,3.8532E-32-7.3014E-33i,5.8213E-32-5.8090E-33i,2.22E-31,4.61E-14
15,7.44,7.90E+06,7.7143E-32+1.2750E-32i,6.2566E-32+5.0370E-33i,-1.4217E-32-7.6383E-33i,3.03E-31,4.61E-14
15,7.44,8.04E+06,1.9235E-34-1.7879E-33i,-7.1214E-34-1.8856E-33i,-7.3243E-34-4.0822E-34i,3.40E-31,4.61E-14
15,7.44,8.15E+06,-4.3752E-32+4.6678E-32i,1.1871E-32-8.5651E-33i,5.7479E-32-5.2752E-32i,4.84E-31,4.61E-14
15,7.44,8.16E+06,6.0609E-32-5.6246E-32i,9.4078E-32-7.9257E-32i,3.6789E-32-2.8534E-32i,7.30E-31,4.61E-14
15,7.44,8.24E+06,-3.2437E-32-6.3979E-32i,3.3452E-32+6.6687E-32i,-3.3634E-32-6.7777E-32i,3.50E-31,4.61E-14
15,7.44,8.51E+06,-1.3307E-32+1.1108E-32i,1.1717E-32-1.1584E-32i,2.3695E-32-2.2987E-32i,3.82E-31,4.61E-14
15,7.44,8.52E+06,1.2154E-32-2.0776E-32i,7.3605E-33-2.1470E-32i,-2.7918E-33-2.0504E-33i,3.66E-31,4.61E-14
15,7.44,8.62E+06,-4.1160E-32-7.4151E-32i,-1.2205E-32-5.2851E-32i,3.0924E-32+2.2728E-32i,3.85E-31,4.61E-14
15,7.44,8.62E+06,1.5361E-32+4.1377E-33i,-2.3053E-33-5.8721E-32i,-1.7753E-32-6.9101E-32i,3.46E-31,4.61E-14
15,7.44,8.64E+06,2.3784E-33-4.6524E-33i,-4.4511E-33-5.0475E-33i,-7.1526E-33+3.3504E-33i,4.55E-31,4.61E-14
15,7.44,8.89E+06,1.1850E-31-1.8100E-31i,-1.1802E-31+1.8123E-31i,1.1539E-31-1.7704E-31i,5.97E-31,4.61E-14
15,7.44,9.04E+06,-3.4666E-32-5.5563E-33i,3.4829E-32+5.5429E-33i,-3.5574E-32-4.5369E-33i,4.27E-31,4.61E-14
15,7.44,9.51E+06,-2.5014E-32+1.1438E-32i,2.3901E-32-3.4610E-32i,4.8342E-32-4.7103E-32i,3.82E-31,4.61E-14
15,7.44,9.52E+06,4.5846E-32-2.5294E-32i,3.4753E-32-2.9385E-32i,-1.0653E-32-2.9881E-33i,3.21E-31,4.61E-14
15,7.44,1.10E+07,1.5446E-32-3.3531E-32i,-8.4245E-33-2.3479E-32i,-2.4726E-32+1.0218E-32i,7.77E-31,4.61E-14
15,7.44,1.10E+07,-1.9238E-32+8.3660E-34i,-1.4634E-32-2.8840E-32i,4.9647E-33-2.9497E-32i,7.33E-31,4.61E-14
15,7.44,1.13E+07,-3.8899E-34-3.9734E-34i,-5.1808E-34-6.4192E-34i,-3.8848E-34-5.4681E-34i,4.14E-31,4.61E-14
15,7.46,2.77E+06,4.2636E-32+1.2306E-32i,2.1399E-31-1.6026E-31i,1.7087E-31-1.7161E-31i,4.74E-31,4.61E-14
15,7.46,2.78E+06,2.2432E-31-2.8301E-31i,1.2673E-31-9.6036E-32i,-9.7740E-32+1.8670E-31i,6.03E-31,4.61E-14
15,7.46,3.80E+06,1.1758E-31-6.1288E-32i,-1.1594E-31+6.0515E-32i,1.1947E-31-6.2082E-32i,3.72E-31,4.61E-14
15,7.46,4.06E+06,2.1548E-33-3.3589E-33i,-1.7627E-33+1.8009E-33i,-2.5883E-33+5.7644E-33i,6.23E-31,4.61E-14
15,7.46,4.11E+06,-4.5714E-32+8.8668E-32i,-4.1606E-32+9.6852E-32i,4.9246E-33+5.9081E-33i,5.43E-31,4.61E-14
15,7.46,4.11E+06,4.9775E-32-1.0451E-31i,-2.4844E-32+1.0029E-31i,-7.1476E-32+1.9761E-31i,1.01E-30,4.61E-14
15,7.46,5.12E+06,-8.9321E-33+4.6473E-33i,-1.0564E-32+8.3785E-33i,-2.4511E-33+5.0416E-33i,4.72E-31,4.61E-14
15,7.46,5.12E+06,9.0657E-33+9.4717E-34i,-2.1199E-33+2.3882E-33i,-1.2283E-32+1.2286E-33i,4.23E-31,4.61E-14
15,7.46,5.87E+06,1.0148E-31-4.0017E-32i,-1.0132E-31+4.0250E-32i,1.0153E-31-4.0319E-32i,6.37E-31,4.61E-14
15,7.46,7.78E+06,2.5369E-33-1.5542E-33i,-2.7218E-34-7.3355E-34i,-3.1497E-33+6.0247E-34i,2.90E-31,4.61E-14
15,7.46,7.85E+06,1.2190E-32-3.1196E-33i,-9.7730E-33-2.2466E-33i,-2.3403E-32+1.7590E-33i,4.27E-31,4.61E-14
15,7.46,7.85E+06,-9.6912E-33-6.3755E-33i,1.5784E-32+1.3020E-32i,2.6751E-32+2.0249E-32i,2.74E-31,4.61E-14
15,7.46,7.87E+06,-1.6326E-32-1.3028E-32i,4.9718E-32-1.5108E-32i,6.3223E-32-3.0424E-33i,2.92E-31,4.61E-14
15,7.46,7.88E+06,5.9929E-32+2.8964E-32i,4.7263E-32+1.2544E-32i,-1.2446E-32-1.5743E-32i,2.58E-31,4.61E-14
15,7.46,8.04E+06,-9.6641E-34-9.5384E-34i,-1.5805E-33-5.7556E-34i,-7.5884E-34+2.3664E-35i,3.66E-31,4.61E-14
15,7.46,8.15E+06,-4.2479E-32+4.7234E-32i,1.1868E-32-8.8464E-33i,5.5902E-32-5.3425E-32i,4.69E-31,4.61E-14
15,7.46,8.16E+06,4.2765E-32-3.9805E-32i,6.6381E-32-5.5948E-32i,2.5716E-32-1.9851E-32i,5.06E-31,4.61E-14
15,7.46,8.24E+06,-5.2329E-32-5.8515E-32i,5.3922E-32+6.0743E-32i,-5.4624E-32-6.2022E-32i,3.71E-31,4.61E-14
15,7.46,8.52E+06,-1.0541E-32+9.6484E-33i,8.8528E-33-9.0388E-33i,1.8089E-32-1.8321E-32i,2.54E-31,4.61E-14
15,7.46,8.53E+06,1.0428E-32-1.5817E-32i,7.5779E-33-1.6659E-32i,-1.2081E-33-2.0268E-33i,2.40E-31,4.61E-14
15,7.46,8.62E+06,-2.8567E-32-4.0118E-32i,-1.3071E-32-3.6999E-32i,1.6693E-32+2.7618E-33i,2.34E-31,4.61E-14
15,7.46,8.63E+06,1.6857E-32+7.7252E-33i,-7.6367E-33-3.4507E-32i,-2.6019E-32-4.6525E-32i,2.50E-31,4.61E-14
15,7.46,8.64E+06,3.4445E-33-3.1616E-33i,-6.5487E-34-5.9908E-33i,-6.3603E-33+3.7380E-34i,3.73E-31,4.61E-14
15,7.46,8.90E+06,-8.9103E-32-1.7663E-31i,8.9784E-32+1.7667E-31i,-8.8936E-32-1.7325E-31i,5.38E-31,4.61E-14
15,7.46,9.09E+06,3.1084E-32-3.9907E-33i,-3.0925E-32+4.2837E-33i,2.9239E-32-3.0800E-33i,4.63E-31,4.61E-14
15,7.46,9.51E+06,-2.6252E-32+7.7786E-33i,2.7592E-32-3.1843E-32i,5.3578E-32-4.0749E-32i,3.84E-31,4.61E-14
15,7.46,9.52E+06,4.6910E-32-2.3488E-32i,3.5502E-32-2.8328E-32i,-1.0915E-32-3.7138E-33i,3.26E-31,4.61E-14
15,7.46,1.10E+07,1.7990E-32-3.6698E-32i,-1.0496E-32-2.5165E-32i,-2.9239E-32+1.1689E-32i,7.73E-31,4.61E-14
15,7.46,1.10E+07,-8.0336E-33-1.4348E-32i,1.4187E-32-2.2611E-32i,2.2180E-32-7.9424E-33i,5.15E-31,4.61E-14
15,7.46,1.13E+07,-5.1473E-34+1.6799E-34i,-8.0824E-34+2.1047E-34i,-6.3680E-34+1.1132E-34i,3.85E-31,4.61E-14
15,7.48,2.75E+06,1.9038E-32+6.9836E-33i,1.2125E-31-8.7171E-32i,1.0195E-31-9.3655E-32i,2.52E-31,4.61E-14
15,7.48,2.75E+06,1.5293E-31-1.4729E-31i,8.1284E-32-5.1445E-32i,-7.1725E-32+9.5711E-32i,3.24E-31,4.61E-14
15,7.48,3.79E+06,-4.5284E-32-6.0903E-32i,4.4655E-32+6.0021E-32i,-4.5908E-32-6.1936E-32i,1.99E-31,4.61E-14
15,7.48,4.07E+06,-5.1869E-32+2.6751E-32i,-5.1383E-32+3.1899E-32i,1.7265E-33+4.2700E-33i,2.92E-31,4.61E-14
15,7.48,4.07E+06,4.5636E-32-3.7220E-32i,-3.4315E-32+4.4268E-32i,-7.6521E-32+7.8546E-32i,4.55E-31,4.61E-14
15,7.48,4.10E+06,2.2575E-33-4.1242E-33i,-9.4368E-34+3.1626E-33i,-3.6780E-33+6.6098E-33i,3.45E-31,4.61E-14
15,7.48,5.13E+06,-4.0419E-33+1.3219E-33i,-4.6439E-33+1.7281E-33i,-1.9535E-33+1.4220E-33i,4.60E-31,4.61E-14
15,7.48,5.13E+06,3.2970E-33+1.7004E-34i,-6.7839E-34+6.3739E-34i,-5.1432E-33+6.4385E-36i,4.13E-31,4.61E-14
15,7.48,5.80E+06,6.0554E-32-3.8149E-32i,-6.0441E-32+3.8259E-32i,6.0547E-32-3.8324E-32i,3.30E-31,4.61E-14
15,7.48,7.76E+06,1.7535E-33+1.3621E-34i,1.7724E-34-4.7165E-34i,-1.6833E-33-7.7655E-34i,1.79E-31,4.61E-14
15,7.48,7.83E+06,5.5473E-33-7.4010E-33i,-1.0511E-32+1.4309E-32i,-1.6040E-32+2.2321E-32i,1.38E-31,4.61E-14
15,7.48,7.84E+06,-2.0654E-32-3.7094E-34i,-1.0551E-32-7.4459E-34i,9.9852E-33-1.4258E-34i,2.14E-31,4.61E-14
15,7.48,7.86E+06,2.9464E-32-1.1924E-32i,3.4982E-32-8.0107E-33i,5.0140E-33+3.6072E-33i,1.52E-31,4.61E-14
